Total saturated fatty acids,Total monounsaturated fatty acids,Total polyunsaturated fatty acids,Energy,Protein,Carbohydrate,Sugars,Dietary Fiber,Total Fat,food type
7.438,9.285,7.397,460,7.95,47.88,3.6,3.4,26.17,11
7.231,2.802,0.444,154,8.78,0.92,0.12,0,12.81,11
2.368,7.148,7.084,257,2.54,24.28,1.64,2.1,17.19,9
0.019,0.02,0.056,137,1.41,37.26,28.93,0.4,0.14,9
11.842,5.98,0.796,437,6.7,57.45,43,2.1,20.11,8
5.591,3.139,0.304,151,1.32,20.13,17.17,1.9,9.45,8
2.373,3.897,1.496,195,2.19,29.82,17.08,1.2,8.04,8
1.185,0.427,0.062,53,3.58,5.24,5.22,0,2.03,1
0,0,0,0,0,0,0,0,0,1
6.875,3.006,0.458,210,3.54,23.9,21.49,0.7,11.14,8
0,0,0,81,0,20.16,18,0,0,8
9.928,3.672,0.576,320,17.51,24.93,25.67,0,17.08,1
0,0,0,36,0,8.96,8,0,0,1
0.005,0.003,0.01,3,0,0.77,0,0,0,1
1.513,0.56,0.088,49,2.67,3.8,3.91,0,2.6,1
0,0,0,16,0,4.15,4.16,0,0.01,1
0.005,0.003,0.013,3,0,0.51,0,0,0,1
0,0,0,41,0.04,10.99,10.95,0,0,1
6.101,4.629,1.65,331,7.64,45.29,1.49,2.2,13.22,6
0,0,0,0,0,0.01,0.01,0,0,6
0.001,0,0.003,0,0.01,0.01,0,0,0.01,6
0.599,0.245,0.036,8,0.01,0,0,0,0.95,6
1.143,1.606,0.749,138,12.66,12.89,2.04,1.5,3.91,6
0.425,0.604,0.507,48,2.19,6.33,1.12,2.2,1.65,6
5.549,2.547,0.262,108,6.81,0.46,0.14,0,8.81,6
0.004,0.029,0.002,2,0.23,0,0,0,0.04,1
0.189,0.069,0.011,8,0.54,0.79,0.8,0,0.32,1
0,0,0,35,0,9.06,9.08,0,0.03,1
0.736,0.552,0.736,694,32.75,135.1,23.36,2.6,3.3,2
0.225,0.169,0.225,212,10,41.24,7.13,0.8,1.01,2
13.903,5.01,0.726,626,41.96,61.5,61.25,0,23.8,2
0.23,0.201,0.524,76,2.64,13.78,1.5,0.6,1.01,3
2.716,1.188,0.208,64,3.38,1.86,1.31,0,4.84,3
4.236,1.855,0.311,68,0.05,0,0.01,0,7.31,3
1.354,0.488,0.071,61,4.09,5.99,5.97,0,2.32,1
0.076,0,0,13,0.15,3.01,2.73,0.2,0.08,1
2.269,0.839,0.132,73,4,5.7,5.87,0,3.9,1
0,0,0,0,0,0,0,0,0,1
2.269,0.839,0.132,73,4,5.7,5.87,0,3.9,1
0,0,0,0,0,0,0,0,0,1
2.269,0.839,0.132,73,4,5.7,5.87,0,3.9,1
0,0,0,0,0,0,0,0,0,1
8.371,3.763,1.152,419,10.5,61.06,34.3,0.4,14.74,8
1.349,5.026,2.407,107,3.48,3.74,0.8,1.3,9.52,8
3.887,1.509,0.289,112,1.61,12.47,10.82,0.7,6.23,8
7.301,3.214,0.435,233,6.81,26.57,24.64,0.9,12.04,1
0.141,0.04,0.092,112,1.37,28.78,15.41,3.3,0.42,1
0.007,0.001,0.006,3,0.12,0.68,0.31,0.1,0.02,9
0.008,0.009,0.023,5,0.25,1.09,0.74,0.3,0.06,9
0.006,0.002,0.013,4,0.17,1.4,0.38,0.4,0.05,9
0,0,0,17,0,0.74,0.32,0,0,9
0.002,0.018,0.001,1,0.14,0,0,0,0.02,1
0.014,0.005,0.001,1,0.09,0.13,0.13,0,0.02,1
0.002,0.018,0.001,1,0.14,0,0,0,0.02,1
0.029,0.011,0.002,2,0.17,0.26,0.25,0,0.05,1
1.057,8.538,1.677,360,9.29,53.76,3.75,3,11.97,3
1.635,4.32,2.603,104,3.97,2.28,1.02,1.2,8.78,3
0.378,0.41,0.552,277,11.09,55,8.85,1.7,1.39,3
3.177,1.391,0.233,51,0.03,0,0,0,5.48,3
0.005,0,0.005,0,0.24,0,0,0,0,1
0.538,1.218,0.252,43,0.48,5.46,5.46,0,2.1,1
9.925,4.156,4.838,583,12.22,88.29,14.74,5,20.2,3
4.512,7.223,9.885,199,0.06,0.32,0,0,22.33,3
0.038,0.014,0.122,49,1.12,11.5,5.69,3.4,0.29,9
8.183,10.812,30.31,505,1.55,6.93,5.51,0,52.34,9
0.006,0.045,0.003,3,0.36,0,0,0,0.06,1
0,0,0,4,0.01,0.89,0.85,0,0,1
0.75,0.384,0.016,21,0.1,2.32,0.3,0,1.29,1
5.913,3.1,1.132,301,5.7,46.76,5.65,3.1,10.77,9
3.656,4.736,3.996,278,37.49,0,0,0,14.25,9
3.574,1.63,0.426,237,6.14,39.3,26.84,0.5,6.14,8
0.049,0.074,0.131,17,0.32,3.16,0.24,0.1,0.28,8
0,0,0,114,0,0,0,0,0,1
0.003,0.001,0.007,2,0.09,0.75,0.2,0.2,0.02,1
1.838,4.113,3.238,361,5.95,66.15,30.89,4.1,9.71,2
3.95,1.423,0.206,178,11.92,17.47,17.4,0,6.76,2
0.581,1.363,1.839,78,1.1,9.12,0.39,0.8,4.11,14
10.516,4.599,0.805,250,13.09,7.2,5.08,0,18.75,14
0.272,1.203,0.555,170,3.03,34.51,8.41,1.8,2.32,2
1.919,0.691,0.1,86,5.79,8.49,8.45,0,3.28,2
0.39,0.343,0.904,153,5.98,26.62,3.21,2.2,2.54,5
0.314,0.412,0.152,30,4.68,0.08,0,0,1.04,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.006,0.006,0.017,4,0.18,0.78,0.53,0.2,0.04,5
0.192,0.847,0.391,120,2.13,24.3,5.92,1.3,1.63,2
2.264,0.837,0.131,73,3.99,5.68,5.85,0,3.89,2
0,0,1.975,142,3.95,24.85,7.9,2,2.96,3
6.064,2.672,0.445,105,1.85,1.66,1.13,0,10.33,3
0.705,5.692,1.118,240,6.19,35.84,2.5,2,7.98,14
5.116,4.948,10.441,207,1.27,1.86,1.38,0.2,21.8,14
0.006,0.001,0.003,3,0.05,1.07,0.39,0,0.04,4
0.322,1.702,0.246,21,0,0,0,0,2.33,4
0.028,0.008,0.113,21,1.87,3.96,1.08,1.8,0.21,4
0.056,0.014,0.102,104,0.52,27.62,20.78,4.8,0.34,10
8.737,3.576,0.517,330,1.31,54.96,54.95,0,13.8,10
0.707,0.915,0.966,588,10.42,131.3,15.24,0.6,3.17,2
0,0,0,385,0,99.6,99.8,0,0.32,2
10.721,3.864,0.56,483,32.36,47.43,47.23,0,18.35,2
0.959,1.478,1.309,476,11.32,98.08,0.35,2.3,4.28,3
10.182,4.103,0.673,224,12.45,3.05,1.64,0,18.07,3
1.051,2.686,2.429,140,1.54,18.65,0.14,1.7,6.63,9
6.391,6.258,13.269,260,1.35,2.1,1.49,0.2,27.5,9
0.555,0.185,0.277,116,1.63,27.12,10.63,2.9,1.05,2
0.982,0.363,0.055,74,5.84,8.97,8.57,0,1.64,2
1.262,2.542,4.834,212,3.19,30.43,0.35,2.4,9.28,14
0.009,0.008,0.034,13,0.63,2.96,1.67,0.8,0.08,14
0,0.075,0.243,65,2.65,12.71,1.59,1.1,0.4,3
1.011,0.445,0.074,18,0.31,0.28,0.19,0,1.72,3
0,0.772,0.1,187,5.22,33.2,28.12,0,3.64,1
0,0,0,0,0,0,0,0,0,1
1.523,0.548,0.089,134,4.27,24.21,23.56,0.2,2.65,1
0,0,0,32,0,8.3,8.32,0,0.03,1
0.002,0.011,0.001,1,0.09,0,0,0,0.02,1
0.176,0.083,0.014,3,0.08,0.11,0.1,0,0.29,1
1.836,3.324,0.829,163,3.78,22.23,1.54,1.8,6.41,4
0.018,0.003,0.046,6,0.8,1.02,0.12,0.6,0.11,4
1.222,2.044,1.388,136,20.31,0,0,0,5.47,4
1.538,5.165,0.425,78,0.57,4.08,0,1.1,7.36,4
0.474,0.956,1.817,80,1.2,11.44,0.13,0.9,3.49,14
0.014,0.012,0.034,10,0.43,2.22,1.28,0.7,0.09,14
0.759,1.921,2.557,103,12.23,0,0,0,5.69,14
2.145,3.087,8.19,125,0.18,0.1,0.1,0,13.72,14
17.918,10.559,1.654,508,5.97,55.33,39.42,1.2,32.26,3
8.169,0.606,0.196,119,0.47,8.64,8.64,0,9.49,3
0.016,0.002,0.014,38,0.23,9.16,8.8,0.1,0.08,1
0,0,0,0,0,0,0,0,0,1
2.201,0.793,0.115,99,6.64,9.73,9.69,0,3.77,1
0,0,0,18,0,4.48,4,0,0,1
0.022,0.162,0.011,11,1.3,0,0,0,0.22,1
0.562,0.288,0.012,16,0.07,1.74,0.23,0,0.97,1
0,0,0,144,0,37.35,37.43,0,0.12,1
0.632,0.551,1.358,192,9.69,31.43,4.64,5.4,3.07,3
1.418,3.629,2.268,67,0.02,0.07,0,0,7.53,3
0.005,0.003,0.01,3,0,0.77,0,0,0,1
0.173,0.064,0.01,13,1.03,1.58,1.51,0,0.29,1
0,0,0,33,0,8.34,8.34,0,0,1
0.002,0,0.001,1,0.02,0.41,0.15,0,0.01,1
0.85,4.741,2.071,133,1.6,13.46,0.08,0.8,8.5,14
2.555,2.474,5.212,104,0.57,1.07,0.79,0,10.88,14
0.85,4.741,2.071,133,1.6,13.46,0.08,0.8,8.5,14
1.278,1.237,2.606,52,0.29,0.54,0.4,0,5.44,14
0.46,0.402,1.047,151,5.28,27.55,2.99,1.3,2.01,5
1.217,2.094,1.658,211,35.54,0,0,0,6.54,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.006,0.002,0.003,6,0.17,1.4,0.64,0.3,0.02,5
2.635,0.503,0.588,313,3.46,67.34,34.9,2,4.03,2
4.142,1.516,0.231,180,11.88,17.33,17.41,0,7.09,2
0.615,0.546,1.299,204,7.13,36.59,5.31,1.3,2.85,5
1.383,1.599,0.213,70,6.12,2.52,0.65,0.2,3.74,5
0.111,0.244,0.328,29,0.92,5.23,3.58,1.2,0.96,5
0.004,0.001,0.003,2,0.07,0.36,0.17,0.1,0.01,5
0.007,0.05,0.003,3,0.4,0,0,0,0.07,1
0.677,0.244,0.035,31,2.04,3,2.98,0,1.16,1
0,0,0,20,0.02,5.49,5.48,0,0,1
0,0.544,0.295,75,1.8,14.88,0,0,0.9,3
5.443,7.279,10.96,285,11.38,1.12,1.12,0,25.68,3
3.265,3.512,8.27,190,8.43,4.31,3.65,0.3,15.53,3
5.156,2.255,0.343,157,2.66,17.92,16.11,0.5,8.35,8
0.932,0.523,0.051,25,0.22,3.36,2.86,0.3,1.58,8
0.01,0.076,0.005,5,0.61,0,0,0,0.1,1
0.291,1.133,0.004,20,0.15,1.71,1.71,0,1.5,1
0,0,0,96,0,24.9,24.95,0,0.08,1
0.074,0.01,0.064,30,1.3,7.26,3.34,1,0.22,9
1.267,2.033,4.218,74,0.21,0.73,0.53,0.1,7.83,9
1.849,3.017,2.182,327,4.04,62.54,38.46,2.2,7.73,3
16.296,7.126,1.085,497,8.4,56.64,50.93,1.7,26.4,3
0.702,0.933,1.052,186,7.06,40.38,13.52,4.3,2.92,9
1.073,1.544,4.097,62,0.09,0.05,0.05,0,6.86,9
8.735,4.027,0.747,202,12.21,2.01,1.57,0,16.08,9
2.259,6.091,7.069,179,5.1,6.36,0.15,2.8,16.13,9
0.615,0.546,1.299,204,7.13,36.59,5.31,1.3,2.85,5
0.314,0.412,0.152,30,4.68,0.08,0,0,1.04,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.002,0,0.006,1,0.09,0.23,0.11,0.1,0.01,5
0.738,1.14,1.2,252,6.04,53.52,21.46,5,3.15,2
5.484,2.029,0.318,177,9.67,13.77,14.18,0,9.44,2
0.117,0.158,0.223,49,1.09,10.68,2.78,1.1,0.54,2
0.158,0.252,0.347,60,0.91,13.15,5.37,1,0.8,2
1.919,2.946,3.632,143,6.41,8.58,0.38,0.9,9.23,12
0,0,0.001,3,0.03,0.78,0.6,0,0,12
0.163,0.122,0.163,153,7.24,29.87,5.16,0.6,0.73,2
0.171,1.26,0.512,32,0.85,2.8,1.73,0.4,2.05,2
0.698,1.636,2.206,93,1.33,10.95,0.47,0.9,4.94,14
0.761,0.345,0.06,15,0.18,0.35,0.26,0,1.45,14
0.031,0.028,0.052,127,1.09,29.84,15.44,0.6,0.12,2
1.919,0.691,0.1,86,5.79,8.49,8.45,0,3.28,2
6.875,3.006,0.458,210,3.54,23.9,21.49,0.7,11.14,8
3.232,8.128,3.936,191,7.2,7.14,3.36,1.5,16.35,8
0.02,0.005,0.036,26,0.13,6.91,6.32,1.1,0.13,10
0.047,0.015,0.112,22,0.84,4.92,1.07,0.9,0.24,10
0.374,0.955,0.864,50,0.55,6.63,0.05,0.6,2.36,9
0,0,0,4,0.01,1.02,0.5,0,0,9
0.005,0.015,0.056,12,0.24,2.77,1.76,0.7,0.11,10
0.008,0.001,0.007,10,0.1,2.53,2.17,0.1,0.02,10
0.026,0.002,0.04,24,0.37,6.16,5.51,0.5,0.1,10
0.035,0.002,0.055,23,0.56,5.53,5.34,0.5,0.12,10
0.01,0.028,0.102,21,0.44,5.04,3.21,1.3,0.2,10
14.071,14.863,2.049,530,20.02,30.09,4.72,2.2,36.14,5
0.002,0.002,0.005,11,0.12,3.11,2.41,0,0.01,5
0.005,0.021,0.012,13,0.04,3.51,2.91,0.1,0.05,5
1.186,1.512,3.469,198,4.02,31.56,3.75,3.9,6.87,3
0.017,0.015,0.065,24,1.2,5.59,3.16,1.5,0.16,3
0.253,0.51,0.969,42,0.64,6.1,0.07,0.5,1.86,14
0.465,0.76,0.651,24,0.49,1.15,0.04,0,1.95,14
0.358,0.392,0.08,19,1.2,0.97,0.18,0.1,1.13,14
0.23,0.201,0.524,76,2.64,13.78,1.5,0.6,1.01,3
0.692,0.577,0.048,32,2.25,2.89,0.13,0.2,1.42,3
1.28,0.244,0.286,152,1.68,32.71,16.95,1,1.96,2
2.012,0.736,0.112,87,5.77,8.42,8.46,0,3.45,2
0.422,0.85,1.615,71,1.07,10.17,0.12,0.8,3.1,14
1.858,3.04,2.603,96,1.95,4.6,0.18,0.2,7.81,14
0.006,0.047,0.003,3,0.38,0,0,0,0.06,1
0.291,1.133,0.004,20,0.15,1.71,1.71,0,1.5,1
2.493,4.83,5.783,271,19.22,17.25,0.4,1.2,13.95,12
1.579,2.443,5.648,117,0.34,4.54,4.71,0.2,10.87,12
0.399,0.584,0.632,158,3.85,33.78,9.42,3,2.04,2
2.012,0.736,0.112,87,5.77,8.42,8.46,0,3.45,2
9.099,11.915,6.463,332,11.66,6.02,3.3,0,29.02,12
0.002,0.002,0.005,11,0.12,3.11,2.41,0,0.01,12
0.187,0.038,0.072,84,18.75,1.5,0,0.7,0.37,1
7.624,0,0,113,0.77,10.69,9.15,0,7.61,1
0.141,0.04,0.092,112,1.37,28.78,15.41,3.3,0.42,1
0.005,0.011,0.041,26,0.32,6.85,3.42,1.6,0.08,1
1.077,2.709,1.312,64,2.4,2.38,1.12,0.5,5.45,1
0.213,0.142,0.638,240,8.51,55.99,8.79,7.9,0.99,2
3.971,1.469,0.231,128,7,9.97,10.27,0,6.83,2
9.665,12.563,3.094,462,52.11,0,0,0,26.61,14
0.002,0.002,0.005,6,0.09,1.85,0.37,0.1,0.02,14
0.017,0.01,0.064,2,0.21,0.13,0.02,0.1,0.12,14
0.46,0.402,1.047,151,5.28,27.55,2.99,1.3,2.01,5
0.627,0.823,0.305,59,9.35,0.15,0,0,2.09,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.002,0,0.006,1,0.09,0.23,0.11,0.1,0.01,5
0.006,0.002,0.003,6,0.17,1.4,0.64,0.3,0.02,5
2.182,4.902,6.65,299,4.89,38.73,20.37,1.2,14.44,3
1.616,4.064,1.968,96,3.6,3.57,1.68,0.8,8.18,3
0.425,0.222,0.289,132,5.15,25.62,2.05,2,0.98,3
1.128,1.806,2.471,50,0.02,0.08,0,0,5.58,3
0.004,0.002,0.008,2,0,0.59,0,0,0,1
0.09,0.203,0.042,7,0.08,0.91,0.91,0,0.35,1
7.219,7.597,1.373,314,11.42,24.29,4.03,0.8,18.56,5
0.008,0.031,0.018,20,0.06,5.26,4.37,0.2,0.07,5
0.022,0.007,0.009,21,0.59,4.98,2.26,0.9,0.05,5
0.038,0.389,0.135,9,0.64,0.8,0.21,0.6,0.51,5
0.002,0.003,0.007,17,0.18,4.66,3.62,0.1,0.02,5
0.39,0.343,0.904,153,5.98,26.62,3.21,2.2,2.54,3
4.236,1.855,0.311,68,0.05,0,0.01,0,7.31,3
1.508,0.121,0.061,35,0.23,4.59,3.39,0.4,1.69,3
0.967,0.514,0.501,37,0.44,4.45,3.09,0.2,2.11,3
0.006,0.045,0.003,3,0.36,0,0,0,0.06,1
0,0,0,32,0,8.3,8.32,0,0.03,1
2.11,0.996,0.166,39,0.94,1.29,1.24,0,3.45,1
0.336,1.486,0.686,211,3.74,42.63,10.39,2.2,2.87,2
0.192,0.849,0.392,120,2.14,24.36,5.94,1.3,1.64,2
1.906,0.705,0.107,144,11.34,17.42,16.64,0,3.19,2
0.005,0.002,0.01,2,0,0.72,0,0,0,1
0.677,0.244,0.035,31,2.04,3,2.98,0,1.16,1
0.019,0,0,3,0.04,0.75,0.68,0,0.02,1
0.362,0.322,0.765,120,4.2,21.55,3.13,0.8,1.68,5
2.069,2.875,1.285,79,2.9,1.77,0.55,0,6.66,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.362,0.322,0.765,120,4.2,21.55,3.13,0.8,1.68,5
2.069,2.875,1.285,79,2.9,1.77,0.55,0,6.66,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.243,0.162,0.729,274,9.72,63.99,10.04,9.1,1.13,2
2.708,0.976,0.142,122,8.17,11.98,11.93,0,4.64,2
0.115,0.1,0.262,38,1.32,6.89,0.75,0.3,0.5,5
0.517,0.719,0.321,20,0.72,0.44,0.14,0,1.66,5
0.679,0.297,0.052,16,0.85,0.47,0.33,0,1.21,5
1.531,1.815,0.688,138,1.28,23.69,13.8,0.4,4.27,3
0.539,1.355,0.656,32,1.2,1.19,0.56,0.3,2.73,3
1.051,2.686,2.429,140,1.54,18.65,0.14,1.7,6.63,9
0.067,0.194,0.173,7,0.04,0.63,0.6,0,0.45,9
0.011,0.079,0.005,5,0.63,0,0,0,0.11,1
0.352,0.166,0.028,7,0.16,0.22,0.21,0,0.58,1
0,0,0,193,0,49.8,49.9,0,0.16,1
6.101,4.629,1.65,331,7.64,45.29,1.49,2.2,13.22,6
0.006,0.003,0.021,1,0.07,0.04,0.01,0,0.04,6
0.92,0.803,2.094,302,10.56,55.1,5.98,2.6,4.02,5
3.06,3.615,0.286,114,6.61,2.91,0,0,8.29,5
3.277,4.716,12.513,190,0.27,0.16,0.16,0,20.96,5
0.378,0.819,0.091,159,1.32,34.34,17.21,1.5,1.38,2
2.37,0.854,0.124,107,7.15,10.48,10.44,0,4.06,2
0.527,0.444,1.159,183,8.86,31.03,3.18,4.3,2.56,5
3.304,8.301,4.011,191,7.11,7.14,3.36,1.6,16.44,5
0.002,0.008,0,56,0.07,13.77,9.7,0.2,0.01,5
2.273,2.544,1.865,107,2.7,8.3,0.21,0.4,6.99,11
4.794,1.962,0.284,67,0.08,0.01,0.01,0,7.57,11
0.042,0.011,0.077,78,0.39,20.72,15.59,3.6,0.26,10
1.382,3.877,2.204,125,6.22,8.56,2.23,1.2,8.16,10
0.002,0.002,0.002,56,0.34,13.53,12.15,0.1,0.15,1
0,0,0,0,0,0,0,0,0,1
0.171,0.861,0.369,72,0.95,13.65,5.3,1.2,1.79,2
0.233,0.074,0.11,46,0.63,10.81,5.35,1.1,0.42,2
1.58,0.569,0.083,71,4.77,6.99,6.96,0,2.7,2
0.004,0,0.004,0,0.18,0,0,0,0,1
0.395,0.6,0.94,38,0.1,5.26,4.96,0.2,2.03,1
0.2,0.42,0.256,83,2.72,15.46,1.23,1.9,1.06,3
7.192,2.943,0.426,100,0.12,0.01,0.01,0,11.36,3
0.003,0.002,0.006,2,0,0.45,0,0,0,1
0.433,0.16,0.024,33,2.58,3.96,3.78,0,0.72,1
1.949,2.479,2.748,316,30.1,27.16,3.95,1,8.65,5
0.006,0.001,0.01,2,0.09,0.51,0.3,0.2,0.02,5
0.004,0.001,0.003,2,0.07,0.36,0.17,0.1,0.01,5
0.006,0.002,0.003,6,0.17,1.4,0.64,0.3,0.02,5
0.004,0.027,0.002,2,0.22,0,0,0,0.04,1
0.169,0.061,0.009,8,0.51,0.75,0.75,0,0.29,1
3.777,2.865,1.021,205,4.73,28.04,0.92,1.3,8.18,6
1.353,1.678,1.406,109,1.91,16.07,7.29,2.9,4.68,6
0.326,0.261,0.326,248,3.72,57.75,36.67,3.3,1.44,2
5.484,2.029,0.318,177,9.67,13.77,14.18,0,9.44,2
0.541,0.11,0.207,244,54.17,4.33,0,2.1,1.08,1
3.555,1.281,0.186,160,10.73,15.72,15.66,0,6.09,1
0.012,0.092,0.006,6,0.74,0,0,0,0.12,1
0.581,2.265,0.008,41,0.3,3.41,3.41,0,2.99,1
0,0,0,48,0,12.45,12.48,0,0.04,1
0.222,0.262,0.525,20,0.27,2.45,0.33,0.1,1.06,3
10.886,4.218,0.669,231,13.21,1.38,0.19,0,19.28,3
0.008,0.004,0.021,4,0,0.84,0,0,0,1
0,0,0,3,0,0.91,0.8,0,0,1
0.209,0.578,0.701,48,1.87,6.87,5.13,0.2,1.54,1
0,0,0,3,0,0.91,0.8,0,0,1
0.141,0.04,0.092,112,1.37,28.78,15.41,3.3,0.42,10
1.609,2.316,6.145,94,0.13,0.08,0.08,0,10.29,10
0.383,0.337,0.888,151,5.86,26.12,3.15,2.2,2.49,3
5.431,2.375,0.416,129,6.76,3.72,2.62,0,9.69,3
0.257,0.536,0.497,183,4.3,38.7,15.97,3.4,2.43,2
2.37,0.854,0.124,107,7.15,10.48,10.44,0,4.06,2
0.007,0.004,0.014,4,0,1.08,0,0,0,1
0,0,0,48,0,12.45,12.48,0,0.04,1
1.055,0.498,0.083,20,0.47,0.65,0.62,0,1.73,1
0.005,0.007,0.022,27,0.29,7.1,5.33,0.8,0.07,10
0.007,0.021,0.076,16,0.33,3.78,2.41,1,0.15,10
0.05,0.076,0.038,32,0.44,8.11,7.4,0.9,0.21,10
0.009,0.002,0.018,16,0.31,3.76,0.77,2.1,0.04,10
0.034,0.009,0.033,10,0.83,1.96,0.5,0.8,0.11,9
0.017,0.018,0.049,11,0.52,2.3,1.55,0.7,0.12,9
0.013,0.005,0.04,16,0.37,3.77,1.87,1.1,0.1,9
0.047,0.012,0.011,9,0.69,1.79,0.69,0.7,0.1,9
1.921,6.769,4.692,206,6.48,15.7,2.34,4.7,14.16,9
0.224,0.322,0.336,52,1.74,10.25,0.63,1.4,0.92,2
0.903,0.325,0.047,41,2.72,3.99,3.98,0,1.55,2
0.021,0.035,0.11,43,0.56,10.87,7.47,1.8,0.25,2
0.23,0.201,0.524,76,2.64,13.78,1.5,0.6,1.01,3
1.418,3.629,2.268,67,0.02,0.07,0,0,7.53,3
1.526,3.579,4.826,204,2.9,23.94,1.02,2,10.8,14
4.793,4.694,9.952,195,1.01,1.57,1.12,0.1,20.63,14
7.993,6.686,3.006,324,12.53,23.05,3.29,3.1,20.45,11
0.002,0.001,0.007,1,0.1,0.26,0.12,0.1,0.01,11
5.424,2.102,0.333,115,6.58,0.69,0.09,0,9.61,11
14.091,16.284,8.157,880,7.05,126.17,58.08,5.9,40.82,3
2.292,1.002,0.153,70,1.18,7.97,7.16,0.2,3.71,3
0.024,0.007,0.042,50,0.11,12.26,10.44,0.2,0.14,1
0,0,0,0,0,0,0,0,0,1
0.037,0.005,0.032,15,0.65,3.63,1.67,0.5,0.11,9
0.004,0.005,0.014,3,0.43,0.26,0.02,0,0.03,9
6.808,2.518,0.395,220,12.01,17.09,17.61,0,11.71,1
0.693,1.533,0.375,89,1.38,14.82,4.66,0.2,2.76,1
1.243,2.081,3.18,122,7.46,7.58,0.29,0.9,6.93,12
0.008,0.014,0.017,29,0.14,6.93,5.65,0.2,0.11,12
1.538,1.002,0.446,153,3.32,27.73,0.1,0.7,3.26,3
5.419,2.438,0.422,150,3.7,13.73,13.31,0,9.27,3
0.007,0.015,0.02,12,0.25,3.07,2.52,0.2,0.06,10
0.004,0.006,0.017,22,0.23,5.68,4.27,0.6,0.05,10
0.021,0.003,0.019,27,0.28,7.13,6.1,0.4,0.06,10
0.021,0.001,0.033,14,0.33,3.32,3.21,0.3,0.07,10
0.015,0.001,0.024,15,0.22,3.7,3.3,0.3,0.06,10
1.961,2.654,6.176,227,8.2,22.21,1.76,1.3,11.43,4
0.099,0.119,0.29,25,0.57,4.44,0.08,0.2,0.52,4
0.053,0.006,0.093,143,0.4,35.19,33.14,0.3,0.34,1
0,0,0,124,0.16,31.43,27.84,0,0.06,1
2.354,1.058,0.324,118,2.95,17.17,9.65,0.1,4.15,8
0.542,0.214,0.037,9,0.07,0.22,0.21,0,0.85,8
0,0,0,0,0,0,0,0,0,1
0.002,0.002,0.003,4,0.11,0.92,0.75,0.2,0.01,1
0.024,0.014,0.041,75,1.58,17.66,2,0.7,0.08,2
2.269,0.839,0.132,73,4,5.7,5.87,0,3.9,2
0.007,0.054,0.004,4,0.43,0,0,0,0.07,1
0.581,2.265,0.008,41,0.3,3.41,3.41,0,2.99,1
0,0,0,27,0,6.97,6.99,0,0.02,1
32.333,15.582,2.634,1121,17.04,141.5,117.48,4.8,54.52,8
0,0,0,356,0,89.05,79.5,0,0,8
0.005,0.001,0.009,14,0.04,3.52,3.31,0,0.03,1
0,0,0,0,0,0,0,0,0,1
3.32,6.691,12.721,558,8.39,80.07,0.92,6.4,24.43,14
0.039,0.034,0.146,54,2.69,12.59,7.12,3.4,0.36,14
5.575,9.119,7.81,288,5.83,13.79,0.53,0.5,23.43,14
0.004,0,0.004,5,0.18,1.14,0,0,0.01,1
0.264,0.4,0.627,25,0.07,3.51,3.3,0.1,1.35,1
0.896,1.805,3.433,150,2.26,21.61,0.25,1.7,6.59,14
1.424,6.555,1.22,109,1.4,6.07,0.65,4.6,9.82,14
7.428,13.815,17.757,785,53.52,49.6,1.35,4.1,41.52,12
6.25,14.323,28.549,580,1.09,29.16,19.8,0.5,51.04,12
3.041,1.821,2.382,318,8.53,51.36,3.86,3.6,8.31,11
0.539,1.355,0.656,32,1.2,1.19,0.56,0.3,2.73,11
4.091,5.406,15.155,253,0.78,3.47,2.76,0,26.17,4
0.007,0.002,0.027,5,0.39,1.01,0.47,0.4,0.05,4
0.006,0.007,0.019,4,0.2,0.88,0.59,0.3,0.05,4
1.571,0.633,0.104,35,1.92,0.47,0.25,0,2.79,4
0.391,0.457,0.239,18,1.57,0.09,0.05,0,1.19,4
0.003,0.001,0.01,4,0.09,0.96,0.47,0.3,0.02,4
0.006,0.001,0.005,2,0.1,0.55,0.25,0.1,0.02,4
0.533,0.913,0.316,55,9.04,0,0,0,2.15,4
0.006,0.009,0.029,36,0.39,9.47,7.11,1,0.09,10
0.035,0.002,0.055,23,0.56,5.53,5.34,0.5,0.12,10
0.011,0.025,0.034,20,0.41,5.12,4.2,0.3,0.1,10
1.438,0.518,0.084,127,4.03,22.86,22.25,0.2,2.5,1
0,0,0,16,0,4.15,4.16,0,0.01,1
1.438,0.518,0.084,127,4.03,22.86,22.25,0.2,2.5,1
0,0,0,16,0,4.15,4.16,0,0.01,1
5.199,33.543,12.058,821,10.34,83.52,5.19,7.7,51.44,11
0.003,0.003,0.012,5,0.22,1.05,0.59,0.3,0.03,11
0.017,0.007,0.044,9,0.35,1.91,1.18,0.5,0.1,11
2.787,4.559,3.905,144,2.92,6.9,0.26,0.2,11.71,11
0.005,0.041,0.003,3,0.32,0,0,0,0.05,1
4.219,1.992,0.332,79,1.88,2.58,2.48,0,6.9,1
